xflr5 v6.58

NACA 2412 - 30
Reynolds =,  500000,Mach =,    0,NCrit =, 9.0
  Alpha        Cd        Cl        Cm        XTr1      XTr2   TEHMom    Cpmn
-15.000,    0.072, -0.101, -0.206,  0.793,  0.034, 0.0195,-4.2797
Cpi,Cpv
 0.4631,-0.1327
 0.2405,-0.1378
 0.1298,-0.1474
 0.0243,-0.1605
-0.0741,-0.1773
-0.1725,-0.1986
-0.2743,-0.2256
-0.3833,-0.2605
-0.5044,-0.3073
-0.6448,-0.3740
-0.8163,-0.4804
-1.0524,-0.6346
-1.3669,-0.6267
-2.4678,-0.6049
-3.6451,-0.5851
-3.9813,-0.6098
-2.9937,-0.7314
-1.9054,-0.5787
-1.4737,-0.4995
-1.2515,-0.4446
-1.1120,-0.4037
-1.0127,-0.3698
-0.9372,-0.3401
-0.8767,-0.3131
-0.8265,-0.2879
-0.7840,-0.2639
-0.7471,-0.2410
-0.7205,-0.2207
-0.6907,-0.1961
-0.6559,-0.1663
-0.6190,-0.1329
-0.5798,-0.0959
-0.5382,-0.0552
-0.4939,-0.0108
-0.4464, 0.0377
-0.3956, 0.0904
-0.3411, 0.1474
-0.2823, 0.2091
-0.2190, 0.2757
-0.1504, 0.3474
-0.0760, 0.4243
 0.0052, 0.5067
 0.0942, 0.5938
 0.1923, 0.6860
 0.3011, 0.7796
 0.4223, 0.8719
 0.5568, 0.9514
 0.7032, 0.9980
 0.8519, 0.9659
 0.9722, 0.7637
 0.9824, 0.2175
 0.7234,-0.8732
 0.0637,-2.4419
-0.8177,-3.8471
-1.4146,-4.2797
-1.5904,-3.8905
-1.5316,-3.5476
-1.3884,-3.4157
-1.2288,-3.3487
-1.0770,-2.4078
-0.9398,-1.9029
-0.8175,-1.6354
-0.7087,-1.4316
-0.6112,-1.2559
-0.5231,-1.1009
-0.4430,-0.9629
-0.3695,-0.8392
-0.3014,-0.7272
-0.2380,-0.6250
-0.1786,-0.5309
-0.1227,-0.4434
-0.0697,-0.3617
-0.0194,-0.2847
 0.0287,-0.2118
 0.0747,-0.1429
 0.1189,-0.0781
 0.1614,-0.0179
 0.2010, 0.0363
 0.2391, 0.0835
 0.2815, 0.1218
 0.3253, 0.1488
 0.3711, 0.1602
 0.4193, 0.1657
 0.4711, 0.1730
