xflr5 v6.58

NACA 2412 - 15
Reynolds =,  900000,Mach =,    0,NCrit =, 9.0
  Alpha        Cd        Cl        Cm        XTr1      XTr2   TEHMom    Cpmn
-15.000,    0.021, -0.363, -0.194,  0.792,  0.021, 0.0128,-5.8218
Cpi,Cpv
 0.4267, 0.2015
 0.2362, 0.1750
 0.1550, 0.1298
 0.0853, 0.0812
 0.0261, 0.0331
-0.0284,-0.0128
-0.0807,-0.0559
-0.1329,-0.0968
-0.1872,-0.1423
-0.2463,-0.2419
-0.3145,-0.4966
-0.4033,-0.7271
-0.5167,-0.7262
-0.8892,-0.7165
-1.2048,-0.8085
-1.2988,-0.9633
-1.0423,-0.8504
-0.6701,-0.6008
-0.5096,-0.4716
-0.4221,-0.3975
-0.3628,-0.3448
-0.3170,-0.3031
-0.2790,-0.2677
-0.2456,-0.2361
-0.2151,-0.2069
-0.1864,-0.1794
-0.1586,-0.1530
-0.1354,-0.1295
-0.1076,-0.1018
-0.0744,-0.0692
-0.0377,-0.0330
 0.0024, 0.0068
 0.0461, 0.0501
 0.0936, 0.0971
 0.1449, 0.1481
 0.2004, 0.2031
 0.2600, 0.2624
 0.3241, 0.3260
 0.3927, 0.3941
 0.4659, 0.4667
 0.5434, 0.5439
 0.6251, 0.6248
 0.7097, 0.7093
 0.7955, 0.7942
 0.8784, 0.8771
 0.9504, 0.9489
 0.9956, 0.9950
 0.9822, 0.9839
 0.8455, 0.8537
 0.4587, 0.4805
-0.3991,-0.3446
-1.9659,-1.8503
-4.0618,-3.8470
-5.8414,-5.5040
-6.2759,-5.8218
-5.7164,-5.1893
-4.8888,-4.9194
-4.1174,-4.7861
-3.4780,-3.4685
-2.9637,-2.8224
-2.5500,-2.4345
-2.2134,-2.1258
-1.9355,-1.8662
-1.7024,-1.6450
-1.5040,-1.4547
-1.3327,-1.2893
-1.1830,-1.1439
-1.0507,-1.0149
-0.9327,-0.8993
-0.8265,-0.7950
-0.7301,-0.7001
-0.6423,-0.6133
-0.5616,-0.5335
-0.4874,-0.4597
-0.4187,-0.3913
-0.3551,-0.3276
-0.2961,-0.2682
-0.2436,-0.2129
-0.1957,-0.1604
-0.1433,-0.1087
-0.0908,-0.0592
-0.0377,-0.0129
 0.0163, 0.0290
 0.0724, 0.0654
 0.1325, 0.0954
 0.1997, 0.1183
 0.2846, 0.1329
 0.3991, 0.1378
 0.6690, 0.1398
 0.4872, 0.1444
 0.3348, 0.1665
 0.2806, 0.1774
 0.2453, 0.1830
 0.2235, 0.1852
 0.2097, 0.1856
 0.2021, 0.1855
 0.1997, 0.1856
 0.2023, 0.1865
 0.2103, 0.1885
 0.2252, 0.1917
 0.2507, 0.1957
 0.2922, 0.1999
 0.4267, 0.2015


Reynolds =,  900000,Mach =,    0,NCrit =, 9.0
  Alpha        Cd        Cl        Cm        XTr1      XTr2   TEHMom    Cpmn
-14.000,    0.025, -0.372, -0.185,  0.841,  0.022, 0.0138,-5.5659
Cpi,Cpv
 0.4259, 0.1234
 0.2328, 0.1118
 0.1499, 0.0889
 0.0782, 0.0554
 0.0169, 0.0101
-0.0398,-0.0484
-0.0944,-0.1233
-0.1491,-0.2211
-0.2061,-0.3600
-0.2682,-0.5160
-0.3398,-0.5150
-0.4329,-0.5110
-0.5515,-0.5021
-0.9364,-0.4835
-1.2614,-0.5096
-1.3592,-0.6639
-1.0973,-0.6286
-0.7172,-0.4651
-0.5554,-0.3803
-0.4685,-0.3293
-0.4103,-0.2918
-0.3662,-0.2611
-0.3300,-0.2343
-0.2986,-0.2098
-0.2702,-0.1865
