xflr5 v6.58

NACA 2412 - 0
Reynolds =,  900000,Mach =,    0,NCrit =, 9.0
  Alpha        Cd        Cl        Cm        XTr1      XTr2   TEHMom    Cpmn
-15.000,    0.058, -1.045, -0.050,  1.000,  0.013,-0.0042,-8.9836
Cpi,Cpv
 0.4425,-0.1159
 0.3005,-0.0948
 0.2534,-0.0897
 0.2210,-0.0828
 0.1994,-0.0765
 0.1841,-0.0702
 0.1734,-0.0639
 0.1662,-0.0572
 0.1619,-0.0502
 0.1599,-0.0428
 0.1600,-0.0348
 0.1619,-0.0263
 0.1659,-0.0170
 0.1686,-0.0082
 0.1792, 0.0005
 0.1756, 0.0021
 0.1857, 0.0146
 0.1949, 0.0265
 0.2059, 0.0395
 0.2183, 0.0534
 0.2322, 0.0685
 0.2477, 0.0847
 0.2648, 0.1021
 0.2836, 0.1208
 0.3041, 0.1404
 0.3241, 0.1597
 0.3487, 0.1837
 0.3785, 0.2128
 0.4119, 0.2458
 0.4489, 0.2827
 0.4894, 0.3234
 0.5333, 0.3678
 0.5803, 0.4159
 0.6302, 0.4678
 0.6828, 0.5233
 0.7373, 0.5822
 0.7929, 0.6442
 0.8482, 0.7085
 0.9011, 0.7745
 0.9482, 0.8397
 0.9841, 0.9021
 1.0000, 0.9558
 0.9808, 0.9925
 0.9008, 0.9960
 0.7145, 0.9378
 0.3396, 0.7636
-0.3739, 0.3737
-1.6890,-0.4166
-3.9958,-1.8897
-7.5332,-4.2668
-11.4986,-7.0673
-14.1055,-8.9836
-13.7796,-8.7286
-11.7956,-8.2073
-9.6626,-8.0515
-7.8908,-5.7641
-6.5186,-4.5994
-5.4677,-3.8725
-4.6546,-3.3140
-4.0149,-2.8627
-3.5021,-2.4916
-3.0835,-2.1819
-2.7362,-1.9195
-2.4435,-1.6941
-2.1937,-1.4980
-1.9779,-1.3256
-1.7895,-1.1730
-1.6238,-1.0373
-1.4767,-0.9169
-1.3455,-0.8110
-1.2279,-0.7192
-1.1221,-0.6418
-1.0268,-0.5785
-0.9410,-0.5292
-0.8640,-0.4980
-0.7984,-0.4750
-0.7419,-0.4504
-0.6815,-0.4259
-0.6238,-0.4019
-0.5687,-0.3788
-0.5164,-0.3566
-0.4668,-0.3353
-0.4197,-0.3150
-0.3749,-0.2957
-0.3321,-0.2774
-0.2917,-0.2601
-0.2682,-0.2508
-0.2525,-0.2437
-0.2141,-0.2282
-0.1772,-0.2137
-0.1409,-0.2000
-0.1050,-0.1873
-0.0689,-0.1754
-0.0323,-0.1644
 0.0056,-0.1542
 0.0456,-0.1450
 0.0889,-0.1367
 0.1374,-0.1295
 0.1961,-0.1233
 0.2670,-0.1186
 0.4425,-0.1159


Reynolds =,  900000,Mach =,    0,NCrit =, 9.0
  Alpha        Cd        Cl        Cm        XTr1      XTr2   TEHMom    Cpmn
-14.000,    0.032, -1.119, -0.069,  1.000,  0.013,-0.0015,-9.3829
