xflr5 v6.58

NACA 2412 - 06
Reynolds =,  400000,Mach =,    0,NCrit =, 9.0
  Alpha        Cd        Cl        Cm        XTr1      XTr2   TEHMom    Cpmn
-15.000,    0.139, -0.391, -0.047,  0.999,  0.037, 0.0015,-1.8683
Cpi,Cpv
 0.4298,-0.2524
 0.2671,-0.2628
 0.2063,-0.2683
 0.1594,-0.2756
 0.1234,-0.2846
 0.0936,-0.2953
 0.0677,-0.3075
 0.0445,-0.3215
 0.0227,-0.3373
 0.0013,-0.3552
-0.0212,-0.3758
-0.0485,-0.4003
-0.0817,-0.4329
-0.1886,-0.5135
-0.2718,-0.5582
-0.2940,-0.5695
-0.2263,-0.5341
-0.1167,-0.4409
-0.0599,-0.3746
-0.0258,-0.3347
 0.0009,-0.3040
 0.0243,-0.2783
 0.0463,-0.2552
 0.0679,-0.2337
 0.0897,-0.2131
 0.1120,-0.1932
 0.1351,-0.1739
 0.1564,-0.1566
 0.1825,-0.1349
 0.2139,-0.1083
 0.2489,-0.0781
 0.2877,-0.0443
 0.3301,-0.0070
 0.3762, 0.0339
 0.4260, 0.0787
 0.4793, 0.1273
 0.5362, 0.1800
 0.5963, 0.2370
 0.6592, 0.2984
 0.7243, 0.3644
 0.7904, 0.4351
 0.8554, 0.5108
 0.9160, 0.5908
 0.9665, 0.6758
 0.9970, 0.7625
 0.9897, 0.8502
 0.9125, 0.9295
 0.7053, 0.9878
 0.2558, 0.9923
-0.6400, 0.8804
-2.3015, 0.5352
-4.9766,-0.1683
-8.1473,-1.1466
-10.4340,-1.8683
-10.4819,-1.7276
-9.1464,-1.6114
-7.5963,-1.5980
-6.2665,-1.5983
-5.2158,-1.5967
-4.3989,-1.5710
-3.7592,-1.2774
-3.2505,-1.1072
-2.8389,-0.9926
-2.5000,-0.9076
-2.2164,-0.8410
-1.9756,-0.7865
-1.7685,-0.7407
-1.5881,-0.7013
-1.4296,-0.6667
-1.2890,-0.6359
-1.1633,-0.6083
-1.0503,-0.5831
-0.9482,-0.5600
-0.8556,-0.5387
-0.7713,-0.5189
-0.6946,-0.5004
-0.6250,-0.4831
-0.5645,-0.4668
-0.5113,-0.4514
-0.4537,-0.4369
-0.3976,-0.4232
-0.3426,-0.4101
-0.2886,-0.3977
-0.2349,-0.3860
-0.1805,-0.3748
-0.1236,-0.3641
-0.0571,-0.3539
 0.0180,-0.3442
 0.2257,-0.3389
 0.0806,-0.3360
