xflr5 v6.58

NACA 2412 - 21
Reynolds =,  300000,Mach =,    0,NCrit =, 9.0
  Alpha        Cd        Cl        Cm        XTr1      XTr2   TEHMom    Cpmn
-15.000,    0.143, -0.322, -0.060,  0.875,  0.045, 0.0042,-1.5679
Cpi,Cpv
 0.4352,-0.2113
 0.2294,-0.2189
 0.1355,-0.2333
 0.0508,-0.2533
-0.0244,-0.2793
-0.0964,-0.3130
-0.1681,-0.3584
-0.2422,-0.4320
-0.3216,-0.4823
-0.4110,-0.4805
-0.5169,-0.4772
-0.6585,-0.4717
-0.8426,-0.4623
-1.4635,-0.4443
-2.0387,-0.4417
-2.2067,-0.5250
-1.7336,-0.5696
-1.1179,-0.4735
-0.8639,-0.4144
-0.7295,-0.3742
-0.6420,-0.3430
-0.5773,-0.3165
-0.5259,-0.2927
-0.4828,-0.2707
-0.4451,-0.2498
-0.4113,-0.2296
-0.3802,-0.2103
-0.3556,-0.1929
-0.3269,-0.1713
-0.2928,-0.1448
-0.2558,-0.1148
-0.2155,-0.0812
-0.1720,-0.0441
-0.1250,-0.0035
-0.0743, 0.0409
-0.0195, 0.0892
 0.0396, 0.1416
 0.1033, 0.1983
 0.1720, 0.2594
 0.2460, 0.3252
 0.3256, 0.3959
 0.4112, 0.4717
 0.5030, 0.5523
 0.6007, 0.6385
 0.7031, 0.7273
 0.8072, 0.8189
 0.9055, 0.9047
 0.9805, 0.9746
 0.9936, 0.9990
 0.8615, 0.9215
 0.4226, 0.6340
-0.5384, 0.0139
-2.0043,-0.8784
-3.4311,-1.5679
-4.0027,-1.4891
-3.8218,-1.3498
-3.3680,-1.3254
-2.8941,-1.3232
-2.4781,-1.3216
-2.1305,-1.3184
-1.8428,-1.1820
-1.6031,-1.0364
-1.4011,-0.9440
-1.2286,-0.8733
-1.0792,-0.8157
-0.9483,-0.7670
-0.8321,-0.7249
-0.7280,-0.6878
-0.6338,-0.6547
-0.5480,-0.6248
-0.4691,-0.5976
-0.3963,-0.5726
-0.3287,-0.5495
-0.2656,-0.5281
-0.2065,-0.5081
-0.1511,-0.4894
-0.0990,-0.4718
-0.0517,-0.4551
-0.0076,-0.4394
 0.0410,-0.4246
 0.0903,-0.4105
 0.1410,-0.3972
 0.1935,-0.3845
 0.2490,-0.3725
 0.3096,-0.3611
 0.3787,-0.3502
 0.4662,-0.3398
 0.5936,-0.3299
 0.8282,-0.3261
 0.6886,-0.3246
 0.5030,-0.3137
 0.4355,-0.3029
 0.3850,-0.2921
 0.3495,-0.2816
 0.3228,-0.2713
 0.3027,-0.2613
 0.2882,-0.2517
 0.2788,-0.2426
 0.2749,-0.2341
 0.2778,-0.2263
 0.2907,-0.2196
 0.3203,-0.2143
 0.4352,-0.2113


Reynolds =,  300000,Mach =,    0,NCrit =, 9.0
