xflr5 v6.58

NACA 2412 - 09
Reynolds =,  800000,Mach =,    0,NCrit =, 9.0
  Alpha        Cd        Cl        Cm        XTr1      XTr2   TEHMom    Cpmn
-15.000,    0.026, -0.726, -0.138,  0.817,  0.018, 0.0063,-7.4972
Cpi,Cpv
 0.4267, 0.1422
 0.2541, 0.1211
 0.1865, 0.0838
 0.1320, 0.0510
 0.0885, 0.0218
 0.0507,-0.0034
 0.0165,-0.0243
-0.0158,-0.0398
-0.0476,-0.0572
-0.0805,-0.1754
-0.1167,-0.3200
-0.1621,-0.3304
-0.2186,-0.3403
-0.4003,-0.3781
-0.5436,-0.4608
-0.5854,-0.5042
-0.4697,-0.4478
-0.2855,-0.3154
-0.1989,-0.2364
-0.1491,-0.1893
-0.1128,-0.1537
-0.0828,-0.1238
-0.0560,-0.0971
-0.0308,-0.0719
-0.0064,-0.0475
 0.0179,-0.0234
 0.0425, 0.0005
 0.0645, 0.0227
 0.0912, 0.0494
 0.1232, 0.0811
 0.1589, 0.1165
 0.1983, 0.1556
 0.2414, 0.1983
 0.2882, 0.2448
 0.3388, 0.2952
 0.3933, 0.3495
 0.4516, 0.4078
 0.5136, 0.4700
 0.5792, 0.5360
 0.6479, 0.6057
 0.7189, 0.6780
 0.7908, 0.7526
 0.8612, 0.8266
 0.9258, 0.8974
 0.9767, 0.9575
 1.0000, 0.9956
 0.9692, 0.9886
 0.8345, 0.8934
 0.5008, 0.6253
-0.2088, 0.0299
-1.5798,-1.1510
-3.8597,-3.1397
-6.6557,-5.6057
-8.7767,-7.4418
-8.9772,-7.4972
-7.9275,-6.8009
-6.6392,-6.5731
-5.5100,-5.6208
-4.6062,-4.2080
-3.8969,-3.4713
-3.3373,-2.9834
-2.8894,-2.5972
-2.5249,-2.2779
-2.2232,-2.0096
-1.9695,-1.7815
-1.7530,-1.5851
-1.5659,-1.4142
-1.4023,-1.2639
-1.2579,-1.1305
-1.1292,-1.0112
-1.0137,-0.9037
-0.9094,-0.8064
-0.8147,-0.7178
-0.7283,-0.6368
-0.6494,-0.5626
-0.5772,-0.4945
-0.5112,-0.4318
-0.4534,-0.3743
-0.4018,-0.3207
-0.3459,-0.2689
-0.2908,-0.2203
-0.2362,-0.1752
-0.1819,-0.1341
-0.1269,-0.0976
-0.0699,-0.0660
-0.0085,-0.0394
 0.0662,-0.0178
 0.1567,-0.0013
 0.4071, 0.0027
 0.2296, 0.0094
 0.1360, 0.0256
 0.1076, 0.0390
 0.0952, 0.0513
 0.0924, 0.0629
 0.0958, 0.0740
 0.1038, 0.0848
 0.1160, 0.0954
 0.1324, 0.1056
 0.1538, 0.1154
 0.1817, 0.1244
 0.2205, 0.1324
 0.2741, 0.1389
 0.4267, 0.1422


Reynolds =,  800000,Mach =,    0,NCrit =, 9.0
  Alpha        Cd        Cl        Cm        XTr1      XTr2   TEHMom    Cpmn
-14.000,    0.022, -0.634, -0.143,  0.817,  0.020, 0.0074,-6.6560
Cpi,Cpv
 0.4244, 0.1676
 0.2489, 0.1427
 0.1794, 0.1015
 0.1229, 0.0643
 0.0774, 0.0314
 0.0375, 0.0029
 0.0012,-0.0207
-0.0333,-0.0386
-0.0674,-0.0616
-0.1028,-0.2021
-0.1417,-0.3414
-0.1903,-0.3503
-0.2505,-0.3586
-0.4400,-0.3944
-0.5881,-0.4784
-0.6319,-0.5243
-0.5136,-0.4697
-0.3256,-0.3394
-0.2389,-0.2627
-0.1902,-0.2178
-0.1553,-0.1843
-0.1269,-0.1566
-0.1019,-0.1320
-0.0787,-0.1090
-0.0563,-0.0868
-0.0341,-0.0650
-0.0118,-0.0435
 0.0076,-0.0238
 0.0319, 0.0005
 0.0616, 0.0298
 0.0951, 0.0629
 0.1324, 0.0998
 0.1734, 0.1405
 0.2184, 0.1851
 0.2673, 0.2337
 0.3204, 0.2865
 0.3777, 0.3435
 0.4392, 0.4049
 0.5049, 0.4706
 0.5746, 0.5406
 0.6478, 0.6144
 0.7237, 0.6918
 0.8006, 0.7704
 0.8752, 0.8489
 0.9417, 0.9208
 0.9890, 0.9777
 0.9958, 0.9998
 0.9207, 0.9509
 0.6831, 0.7579
 0.1293, 0.2830
-0.9974,-0.7088
-2.9442,-2.4444
-5.4239,-4.6753
-7.4065,-6.4362
-7.7375,-6.6560
-6.9303,-5.9362
-5.8641,-5.6727
-4.9052,-5.3523
-4.1262,-3.9140
-3.5085,-3.1881
-3.0173,-2.7488
-2.6215,-2.4042
-2.2975,-2.1172
-2.0280,-1.8744
-1.8002,-1.6668
-1.6050,-1.4873
-1.4357,-1.3305
-1.2870,-1.1922
-1.1553,-1.0690
-1.0375,-0.9586
-0.9315,-0.8589
-0.8355,-0.7683
-0.7480,-0.6857
-0.6681,-0.6100
-0.5948,-0.5405
-0.5277,-0.4765
-0.4662,-0.4175
-0.4123,-0.3633
-0.3643,-0.3125
-0.3118,-0.2621
-0.2600,-0.2133
-0.2084,-0.1664
-0.1568,-0.1218
-0.1044,-0.0798
-0.0498,-0.0409
 0.0092,-0.0055
 0.0815, 0.0260
 0.1696, 0.0526
 0.4158, 0.0665
 0.2407, 0.0668
 0.1476, 0.0727
 0.1185, 0.0783
 0.1052, 0.0844
 0.1015, 0.0912
 0.1037, 0.0988
 0.1106, 0.1073
 0.1216, 0.1165
 0.1367, 0.1263
 0.1569, 0.1364
 0.1835, 0.1464
 0.2209, 0.1557
 0.2734, 0.1636
 0.4244, 0.1676


Reynolds =,  800000,Mach =,    0,NCrit =, 9.0
  Alpha        Cd        Cl        Cm        XTr1      XTr2   TEHMom    Cpmn
-13.000,    0.017, -0.543, -0.146,  0.818,  0.022, 0.0081,-5.9196
Cpi,Cpv
 0.4225, 0.1917
 0.2442, 0.1645
 0.1728, 0.1198
 0.1143, 0.0788
 0.0668, 0.0421
 0.0249, 0.0105
-0.0136,-0.0157
-0.0503,-0.0361
-0.0867,-0.0671
-0.1246,-0.2298
-0.1663,-0.3608
-0.2181,-0.3683
-0.2820,-0.3750
-0.4793,-0.4087
-0.6323,-0.4936
-0.6782,-0.5420
-0.5572,-0.4895
-0.3654,-0.3615
-0.2789,-0.2874
-0.2313,-0.2449
-0.1979,-0.2137
-0.1713,-0.1882
-0.1482,-0.1659
-0.1270,-0.1451
-0.1067,-0.1253
-0.0869,-0.1059
-0.0669,-0.0868
-0.0503,-0.0696
-0.0287,-0.0480
-0.0015,-0.0211
 0.0295, 0.0095
 0.0643, 0.0441
 0.1030, 0.0825
 0.1457, 0.1249
 0.1926, 0.1714
 0.2438, 0.2223
 0.2995, 0.2777
 0.3598, 0.3378
 0.4249, 0.4027
 0.4947, 0.4724
 0.5690, 0.5470
 0.6475, 0.6256
 0.7291, 0.7084
 0.8117, 0.7922
 0.8910, 0.8746
 0.9586, 0.9466
 0.9979, 0.9941
 0.9756, 0.9856
 0.8243, 0.8594
 0.4126, 0.4913
-0.4883,-0.3295
-2.1220,-1.8378
-4.2965,-3.8536
-6.1349,-5.5496
-6.5750,-5.9196
-5.9876,-5.3162
-5.1265,-4.9841
-4.3264,-4.8559
-3.6647,-3.5542
-3.1336,-2.9024
-2.7072,-2.5203
-2.3610,-2.2161
-2.0758,-1.9595
-1.8370,-1.7405
-1.6343,-1.5522
-1.4596,-1.3886
-1.3074,-1.2451
-1.1732,-1.1180
-1.0538,-1.0044
-0.9467,-0.9022
-0.8499,-0.8096
-0.7619,-0.7253
-0.6816,-0.6482
-0.6079,-0.5773
-0.5402,-0.5121
-0.4781,-0.4520
-0.4210,-0.3965
-0.3711,-0.3459
-0.3265,-0.2985
-0.2775,-0.2503
-0.2287,-0.2027
-0.1801,-0.1558
-0.1313,-0.1098
-0.0815,-0.0646
-0.0294,-0.0204
 0.0273, 0.0224
 0.0972, 0.0634
 0.1828, 0.1008
 0.4248, 0.1233
 0.2523, 0.1183
 0.1596, 0.1135
 0.1300, 0.1103
 0.1158, 0.1096
 0.1110, 0.1113
 0.1121, 0.1154
 0.1178, 0.1216
 0.1276, 0.1299
 0.1416, 0.1399
 0.1604, 0.1512
 0.1858, 0.1634
 0.2219, 0.1755
 0.2731, 0.1863
 0.4225, 0.1917


Reynolds =,  800000,Mach =,    0,NCrit =, 9.0
  Alpha        Cd        Cl        Cm        XTr1      XTr2   TEHMom    Cpmn
-12.000,    0.015, -0.438, -0.147,  0.819,  0.025, 0.0088,-5.0452
Cpi,Cpv
 0.4209, 0.2009
 0.2400, 0.1726
 0.1667, 0.1262
 0.1062, 0.0827
 0.0567, 0.0436
 0.0127, 0.0097
-0.0278,-0.0185
-0.0668,-0.0413
-0.1055,-0.0823
-0.1460,-0.2661
-0.1905,-0.3868
-0.2455,-0.3931
-0.3132,-0.3983
-0.5182,-0.4303
-0.6761,-0.5166
-0.7240,-0.5676
-0.6004,-0.5168
-0.4050,-0.3906
-0.3187,-0.3188
-0.2723,-0.2784
-0.2406,-0.2493
-0.2158,-0.2261
-0.1947,-0.2059
-0.1757,-0.1875
-0.1577,-0.1701
-0.1403,-0.1532
-0.1229,-0.1368
-0.1091,-0.1224
-0.0905,-0.1036
-0.0661,-0.0795
-0.0378,-0.0516
-0.0057,-0.0197
 0.0303, 0.0160
 0.0704, 0.0558
 0.1148, 0.0999
 0.1636, 0.1484
 0.2172, 0.2017
 0.2757, 0.2598
 0.3393, 0.3232
 0.4082, 0.3919
 0.4825, 0.4662
 0.5623, 0.5457
 0.6469, 0.6310
 0.7352, 0.7194
 0.8245, 0.8106
 0.9088, 0.8969
 0.9757, 0.9686
 0.9990, 1.0000
 0.9242, 0.9403
 0.6405, 0.6842
-0.0533, 0.0421
-1.3941,-1.2127
-3.2749,-2.9826
-4.9635,-4.5645
-5.4912,-5.0452
-5.1006,-4.6234
-4.4273,-4.2259
-3.7744,-4.0622
-3.2223,-3.4265
-2.7725,-2.6213
-2.4074,-2.2562
-2.1083,-1.9928
-1.8599,-1.7707
-1.6507,-1.5790
-1.4718,-1.4124
-1.3170,-1.2665
-1.1812,-1.1378
-1.0610,-1.0231
-0.9536,-0.9201
-0.8568,-0.8271
-0.7690,-0.7425
-0.6888,-0.6651
-0.6154,-0.5941
-0.5479,-0.5286
-0.4857,-0.4683
-0.4284,-0.4125
-0.3756,-0.3610
-0.3296,-0.3143
-0.2885,-0.2706
-0.2428,-0.2254
-0.1972,-0.1805
-0.1515,-0.1357
-0.1054,-0.0911
-0.0581,-0.0466
-0.0085,-0.0018
 0.0458, 0.0430
 0.1133, 0.0878
 0.1965, 0.1308
 0.4341, 0.1588
 0.2642, 0.1501
 0.1720, 0.1376
 0.1418, 0.1287
 0.1268, 0.1237
 0.1210, 0.1222
 0.1211, 0.1238
 0.1256, 0.1283
 0.1342, 0.1354
 0.1469, 0.1448
 0.1645, 0.1562
 0.1885, 0.1690
 0.2233, 0.1824
 0.2733, 0.1949
 0.4209, 0.2009


Reynolds =,  800000,Mach =,    0,NCrit =, 9.0
  Alpha        Cd        Cl        Cm        XTr1      XTr2   TEHMom    Cpmn
-11.000,    0.013, -0.329, -0.148,  0.821,  0.030, 0.0095,-4.2101
Cpi,Cpv
 0.4197, 0.2069
 0.2362, 0.1782
 0.1611, 0.1306
 0.0986, 0.0850
 0.0471, 0.0437
 0.0011, 0.0078
-0.0416,-0.0221
-0.0827,-0.0477
-0.1239,-0.1013
-0.1668,-0.3049
-0.2141,-0.4132
-0.2724,-0.4183
-0.3439,-0.4222
-0.5567,-0.4525
-0.7194,-0.5399
-0.7694,-0.5935
-0.6432,-0.5446
-0.4442,-0.4204
-0.3582,-0.3509
-0.3132,-0.3127
-0.2832,-0.2859
-0.2603,-0.2649
-0.2414,-0.2471
-0.2246,-0.2312
-0.2091,-0.2162
-0.1942,-0.2020
-0.1795,-0.1884
-0.1689,-0.1770
-0.1534,-0.1612
-0.1320,-0.1401
-0.1068,-0.1151
-0.0777,-0.0863
-0.0446,-0.0535
-0.0075,-0.0166
 0.0340, 0.0245
 0.0800, 0.0703
 0.1308, 0.1208
 0.1868, 0.1765
 0.2481, 0.2376
 0.3153, 0.3045
 0.3885, 0.3775
 0.4681, 0.4570
 0.5540, 0.5426
 0.6460, 0.6351
 0.7424, 0.7315
 0.8397, 0.8303
 0.9291, 0.9214
 0.9911, 0.9878
 0.9828, 0.9875
 0.8129, 0.8340
 0.3073, 0.3582
-0.7615,-0.6545
-2.3604,-2.1826
-3.8939,-3.6393
-4.4874,-4.2101
-4.2703,-3.9806
-3.7673,-3.5389
-3.2499,-3.3103
-2.7995,-3.1985
-2.4258,-2.3375
-2.1182,-1.9924
-1.8636,-1.7704
-1.6503,-1.5821
-1.4691,-1.4167
-1.3131,-1.2712
-1.1772,-1.1426
-1.0573,-1.0283
-0.9506,-0.9258
-0.8547,-0.8333
-0.7679,-0.7493
-0.6888,-0.6725
-0.6163,-0.6020
-0.5496,-0.5371
-0.4881,-0.4770
-0.4312,-0.4215
-0.3787,-0.3701
-0.3302,-0.3225
-0.2879,-0.2796
-0.2502,-0.2395
-0.2078,-0.1975
-0.1653,-0.1554
-0.1225,-0.1131
-0.0791,-0.0705
-0.0344,-0.0274
 0.0128, 0.0169
 0.0648, 0.0624
 0.1298, 0.1098
 0.2105, 0.1576
 0.4437, 0.1909
 0.2764, 0.1785
 0.1849, 0.1588
 0.1542, 0.1449
 0.1383, 0.1361
 0.1315, 0.1319
 0.1305, 0.1314
 0.1339, 0.1342
 0.1413, 0.1401
 0.1527, 0.1486
 0.1690, 0.1595
 0.1918, 0.1725
 0.2251, 0.1867
 0.2739, 0.2006
 0.4197, 0.2069


Reynolds =,  800000,Mach =,    0,NCrit =, 9.0
  Alpha        Cd        Cl        Cm        XTr1      XTr2   TEHMom    Cpmn
-10.000,    0.012, -0.218, -0.150,  0.822,  0.037, 0.0102,-3.3847
Cpi,Cpv
 0.4188, 0.2100
 0.2328, 0.1812
 0.1560, 0.1329
 0.0915, 0.0858
 0.0381, 0.0427
-0.0099, 0.0050
-0.0548,-0.0266
-0.0981,-0.0555
-0.1416,-0.1242
-0.1871,-0.3460
-0.2373,-0.4400
-0.2988,-0.4441
-0.3742,-0.4466
-0.5947,-0.4751
-0.7623,-0.5634
-0.8143,-0.6196
-0.6856,-0.5728
-0.4831,-0.4509
-0.3976,-0.3838
-0.3539,-0.3480
-0.3257,-0.3235
-0.3049,-0.3049
-0.2882,-0.2895
-0.2738,-0.2761
-0.2608,-0.2638
-0.2486,-0.2524
-0.2369,-0.2417
-0.2296,-0.2335
-0.2173,-0.2209
-0.1991,-0.2030
-0.1772,-0.1813
-0.1514,-0.1557
-0.1217,-0.1262
-0.0879,-0.0927
-0.0498,-0.0548
-0.0071,-0.0123
 0.0404, 0.0350
 0.0932, 0.0875
 0.1516, 0.1457
 0.2161, 0.2099
 0.2871, 0.2807
 0.3651, 0.3584
 0.4507, 0.4439
 0.5440, 0.5369
 0.6449, 0.6380
 0.7514, 0.7444
 0.8582, 0.8523
 0.9517, 0.9473
 0.9998, 0.9994
 0.9296, 0.9372
 0.5929, 0.6190
-0.2248,-0.1673
-1.5540,-1.4450
-2.9272,-2.7698
-3.5648,-3.3847
-3.4978,-3.3177
-3.1474,-2.9693
-2.7534,-2.6912
-2.3968,-2.5504
-2.0937,-2.3747
-1.8401,-1.7568
-1.6273,-1.5368
-1.4470,-1.3835
-1.2925,-1.2477
-1.1583,-1.1250
