xflr5 v6.58

NACA 2412 - 0
Reynolds =,  800000,Mach =,    0,NCrit =, 9.0
  Alpha        Cd        Cl        Cm        XTr1      XTr2   TEHMom    Cpmn
-15.000,    0.054, -1.066, -0.054,  1.000,  0.014,-0.0041,-9.2168
Cpi,Cpv
 0.4425,-0.1039
 0.3005,-0.0841
 0.2534,-0.0792
 0.2210,-0.0727
 0.1994,-0.0668
 0.1841,-0.0609
 0.1734,-0.0548
 0.1662,-0.0484
 0.1619,-0.0417
 0.1599,-0.0344
 0.1600,-0.0266
 0.1619,-0.0183
 0.1659,-0.0091
 0.1686,-0.0004
 0.1792, 0.0081
 0.1756, 0.0098
 0.1857, 0.0222
 0.1949, 0.0340
 0.2059, 0.0470
 0.2183, 0.0609
 0.2322, 0.0760
 0.2477, 0.0922
 0.2648, 0.1097
 0.2836, 0.1284
 0.3041, 0.1482
 0.3241, 0.1676
 0.3487, 0.1917
 0.3785, 0.2209
 0.4119, 0.2540
 0.4489, 0.2910
 0.4894, 0.3317
 0.5333, 0.3762
 0.5803, 0.4244
 0.6302, 0.4763
 0.6828, 0.5318
 0.7373, 0.5906
 0.7929, 0.6525
 0.8482, 0.7164
 0.9011, 0.7820
 0.9482, 0.8466
 0.9841, 0.9080
 1.0000, 0.9600
 0.9808, 0.9943
 0.9008, 0.9942
 0.7145, 0.9302
 0.3396, 0.7467
-0.3739, 0.3417
-1.6890,-0.4735
-3.9958,-1.9861
-7.5332,-4.4183
-11.4986,-7.2733
-14.1055,-9.2168
-13.7796,-8.9557
-11.7956,-8.3876
-9.6626,-8.2100
-7.8908,-5.9504
-6.5186,-4.7072
-5.4677,-3.9575
-4.6546,-3.3898
-4.0149,-2.9324
-3.5021,-2.5567
-3.0835,-2.2436
-2.7362,-1.9789
-2.4435,-1.7519
-2.1937,-1.5549
-1.9779,-1.3821
-1.7895,-1.2291
-1.6238,-1.0929
-1.4767,-0.9712
-1.3455,-0.8625
-1.2279,-0.7661
-1.1221,-0.6813
-1.0268,-0.6080
-0.9410,-0.5459
-0.8640,-0.4947
-0.7984,-0.4538
