xflr5 v6.58

NACA 2412 - 30
Reynolds =,  300000,Mach =,    0,NCrit =, 9.0
  Alpha        Cd        Cl        Cm        XTr1      XTr2   TEHMom    Cpmn
-15.000,    0.143, -0.294, -0.057,  0.822,  0.049, 0.0022,-1.4877
Cpi,Cpv
 0.4631,-0.1628
 0.2405,-0.1672
 0.1298,-0.1755
 0.0243,-0.1868
-0.0741,-0.2012
-0.1725,-0.2192
-0.2743,-0.2417
-0.3833,-0.2706
-0.5044,-0.3094
-0.6448,-0.3681
-0.8163,-0.4932
-1.0524,-0.4887
-1.3669,-0.4799
-2.4678,-0.4604
-3.6451,-0.4455
-3.9813,-0.4628
-2.9937,-0.5646
-1.9054,-0.4835
-1.4737,-0.4331
-1.2515,-0.3932
-1.1120,-0.3618
-1.0127,-0.3349
-0.9372,-0.3107
-0.8767,-0.2883
-0.8265,-0.2671
-0.7840,-0.2468
-0.7471,-0.2273
-0.7205,-0.2099
-0.6907,-0.1883
-0.6559,-0.1618
-0.6190,-0.1318
-0.5798,-0.0983
-0.5382,-0.0613
-0.4939,-0.0207
-0.4464, 0.0236
-0.3956, 0.0718
-0.3411, 0.1241
-0.2823, 0.1806
-0.2190, 0.2417
-0.1504, 0.3075
-0.0760, 0.3782
 0.0052, 0.4542
 0.0942, 0.5351
 0.1923, 0.6218
 0.3011, 0.7115
 0.4223, 0.8049
 0.5568, 0.8934
 0.7032, 0.9679
 0.8519, 0.9999
 0.9722, 0.9350
 0.9824, 0.6679
 0.7234, 0.0740
 0.0637,-0.7946
-0.8177,-1.4877
-1.4146,-1.4396
-1.5904,-1.2917
-1.5316,-1.2638
-1.3884,-1.2610
-1.2288,-1.2594
-1.0770,-1.2563
-0.9398,-1.1554
-0.8175,-0.9965
-0.7087,-0.9020
-0.6112,-0.8306
-0.5231,-0.7728
-0.4430,-0.7243
-0.3695,-0.6825
-0.3014,-0.6459
-0.2380,-0.6132
-0.1786,-0.5838
-0.1227,-0.5571
-0.0697,-0.5327
-0.0194,-0.5102
 0.0287,-0.4893
 0.0747,-0.4698
 0.1189,-0.4516
 0.1614,-0.4345
 0.2010,-0.4184
 0.2391,-0.4033
 0.2815,-0.3889
 0.3253,-0.3754
 0.3711,-0.3626
