xflr5 v6.58

NACA 2412 - 18
Reynolds =,  300000,Mach =,    0,NCrit =, 9.0
  Alpha        Cd        Cl        Cm        XTr1      XTr2   TEHMom    Cpmn
-12.000,    0.042, -0.308, -0.157,  0.900,  0.042, 0.0129,-4.0667
Cpi,Cpv
 0.4305,-0.1064
 0.2255,-0.1143
 0.1328,-0.1294
 0.0497,-0.1507
-0.0236,-0.1793
-0.0934,-0.2189
-0.1623,-0.2894
-0.2330,-0.3165
-0.3080,-0.3152
-0.3915,-0.3130
-0.4891,-0.3095
-0.6172,-0.3042
-0.7820,-0.2957
-1.3158,-0.2813
-1.7847,-0.2822
-1.9275,-0.3394
-1.5522,-0.3751
-1.0361,-0.3275
-0.8262,-0.2966
-0.7176,-0.2745
-0.6483,-0.2570
-0.5985,-0.2415
-0.5599,-0.2272
-0.5283,-0.2134
-0.5015,-0.1998
-0.4781,-0.1863
-0.4570,-0.1729
-0.4428,-0.1608
-0.4242,-0.1443
-0.4000,-0.1225
-0.3726,-0.0967
-0.3420,-0.0670
-0.3080,-0.0332
-0.2704, 0.0046
-0.2290, 0.0468
-0.1834, 0.0935
-0.1334, 0.1450
-0.0784, 0.2015
-0.0182, 0.2633
 0.0479, 0.3307
 0.1204, 0.4039
 0.2001, 0.4833
 0.2878, 0.5683
 0.3844, 0.6597
 0.4908, 0.7538
 0.6069, 0.8493
 0.7310, 0.9348
 0.8560, 0.9930
 0.9618, 0.9804
 0.9972, 0.8101
 0.8474, 0.3134
 0.3225,-0.7111
-0.6673,-2.2212
-1.8042,-3.6038
-2.4419,-4.0667
-2.5157,-3.7228
-2.3249,-3.3527
-2.0652,-3.2001
-1.8128,-3.1383
-1.5892,-3.0942
-1.3964,-2.3879
-1.2307,-1.8309
-1.0874,-1.5435
-0.9624,-1.3619
-0.8521,-1.2174
-0.7537,-1.0912
-0.6651,-0.9780
-0.5845,-0.8756
-0.5107,-0.7824
-0.4426,-0.6970
-0.3795,-0.6186
-0.3206,-0.5462
-0.2654,-0.4791
-0.2135,-0.4166
-0.1647,-0.3583
-0.1186,-0.3037
-0.0751,-0.2524
-0.0358,-0.2046
 0.0007,-0.1587
 0.0419,-0.1121
 0.0842,-0.0660
 0.1279,-0.0207
 0.1736, 0.0230
 0.2223, 0.0647
 0.2758, 0.1035
 0.3373, 0.1383
 0.4168, 0.1684
 0.5304, 0.1926
 0.7726, 0.2025
 0.6173, 0.2009
 0.4530, 0.1936
 0.3919, 0.1793
 0.3480, 0.1602
 0.3176, 0.1377
 0.2951, 0.1133
 0.2787, 0.0877
 0.2673, 0.0616
 0.2608, 0.0350
 0.2595, 0.0079
 0.2648,-0.0199
 0.2801,-0.0488
 0.3119,-0.0766
 0.4305,-0.1064


Reynolds =,  300000,Mach =,    0,NCrit =, 9.0
  Alpha        Cd        Cl        Cm        XTr1      XTr2   TEHMom    Cpmn
-11.000,    0.041, -0.193, -0.161,  0.901,  0.051, 0.0142,-3.3539
Cpi,Cpv
 0.4314,-0.1265
 0.2245,-0.1344
 0.1302,-0.1497
 0.0453,-0.1711
-0.0300,-0.1999
-0.1019,-0.2400
-0.1732,-0.3129
-0.2464,-0.3374
-0.3243,-0.3360
-0.4109,-0.3336
-0.5122,-0.3300
-0.6450,-0.3245
-0.8157,-0.3157
-1.3641,-0.3008
-1.8446,-0.3008
-1.9924,-0.3505
-1.6103,-0.3881
-1.0849,-0.3496
-0.8736,-0.3245
-0.7655,-0.3064
-0.6978,-0.2921
-0.6498,-0.2796
-0.6133,-0.2682
-0.5842,-0.2573
-0.5600,-0.2465
-0.5395,-0.2360
-0.5215,-0.2257
-0.5109,-0.2168
-0.4960,-0.2035
-0.4753,-0.1849
-0.4517,-0.1623
-0.4248,-0.1358
-0.3947,-0.1053
-0.3612,-0.0707
-0.3239,-0.0317
-0.2825, 0.0119
-0.2368, 0.0603
-0.1863, 0.1139
-0.1305, 0.1730
-0.0690, 0.2381
-0.0009, 0.3094
 0.0745, 0.3877
 0.1583, 0.4727
 0.2519, 0.5659
 0.3566, 0.6644
 0.4739, 0.7695
 0.6044, 0.8715
 0.7453, 0.9601
 0.8848, 1.0000
 0.9871, 0.9202
 0.9613, 0.5756
 0.6361,-0.2328
-0.1173,-1.5180
-1.0879,-2.8006
-1.7231,-3.3539
-1.8934,-3.2057
-1.8135,-2.8284
-1.6484,-2.6067
-1.4701,-2.5116
-1.3037,-2.4617
-1.1552,-2.4079
-1.0244,-1.7176
-0.9091,-1.3686
-0.8068,-1.1967
-0.7152,-1.0738
-0.6325,-0.9669
-0.5572,-0.8694
-0.4880,-0.7798
-0.4241,-0.6974
-0.3646,-0.6214
-0.3089,-0.5509
-0.2567,-0.4855
-0.2074,-0.4245
-0.1608,-0.3674
-0.1166,-0.3139
-0.0748,-0.2636
-0.0351,-0.2162
 0.0008,-0.1720
 0.0342,-0.1294
 0.0724,-0.0850
 0.1118,-0.0401
 0.1529, 0.0050
 0.1960, 0.0502
 0.2423, 0.0948
 0.2934, 0.1382
 0.3526, 0.1791
 0.4296, 0.2160
 0.5402, 0.2471
 0.7772, 0.2608
 0.6250, 0.2570
 0.4635, 0.2406
 0.4030, 0.2173
 0.3591, 0.1897
 0.3283, 0.1600
 0.3053, 0.1295
 0.2882, 0.0992
 0.2761, 0.0691
 0.2686, 0.0391
 0.2663, 0.0087
 0.2704,-0.0226
 0.2845,-0.0557
 0.3150,-0.0883
 0.4314,-0.1265


Reynolds =,  300000,Mach =,    0,NCrit =, 9.0
  Alpha        Cd        Cl        Cm        XTr1      XTr2   TEHMom    Cpmn
 -9.000,    0.047,  0.113, -0.183,  0.906,  0.101, 0.0196,-1.9484
Cpi,Cpv
 0.4342,-0.1423
 0.2239,-0.1542
 0.1266,-0.1773
 0.0381,-0.2107
-0.0410,-0.2571
-0.1171,-0.3239
-0.1929,-0.4412
-0.2711,-0.4408
-0.3546,-0.4392
-0.4475,-0.4366
-0.5562,-0.4326
-0.6983,-0.4266
-0.8806,-0.4170
-1.4576,-0.4010
-1.9610,-0.4011
-2.1187,-0.4540
-1.7236,-0.4930
-1.1803,-0.4542
-0.9667,-0.4305
-0.8602,-0.4149
-0.7956,-0.4039
-0.7516,-0.3953
-0.7199,-0.3883
-0.6960,-0.3822
-0.6775,-0.3768
-0.6631,-0.3720
-0.6518,-0.3680
-0.6490,-0.3659
-0.6419,-0.3596
-0.6292,-0.3483
-0.6136,-0.3331
-0.5952,-0.3142
-0.5739,-0.2914
-0.5494,-0.2647
-0.5216,-0.2338
-0.4901,-0.1985
-0.4547,-0.1584
-0.4150,-0.1133
-0.3705,-0.0625
-0.3207,-0.0057
-0.2649, 0.0579
-0.2022, 0.1291
-0.1312, 0.2089
-0.0503, 0.2988
 0.0428, 0.3992
 0.1513, 0.5134
 0.2791, 0.6380
 0.4304, 0.7741
 0.6072, 0.9040
 0.8000, 0.9934
 0.9635, 0.9466
 0.9734, 0.5964
 0.6546,-0.1841
 0.0307,-1.1548
-0.5342,-1.7921
-0.8263,-1.9484
-0.9147,-1.8635
-0.9021,-1.6899
-0.8477,-1.5093
-0.7791,-1.3608
-0.7078,-1.2560
-0.6387,-1.1869
-0.5733,-1.1386
-0.5119,-1.0979
-0.4545,-0.9056
-0.4005,-0.6647
-0.3497,-0.5804
-0.3017,-0.5254
-0.2561,-0.4730
-0.2126,-0.4209
-0.1711,-0.3706
-0.1314,-0.3222
-0.0934,-0.2759
-0.0568,-0.2317
-0.0217,-0.1895
 0.0120,-0.1493
 0.0443,-0.1110
 0.0737,-0.0753
 0.1011,-0.0407
 0.1335,-0.0030
 0.1674, 0.0365
 0.2032, 0.0777
 0.2414, 0.1210
 0.2829, 0.1665
 0.3294, 0.2139
 0.3839, 0.2619
 0.4557, 0.3075
 0.5602, 0.3464
 0.7867, 0.3629
 0.6410, 0.3584
 0.4853, 0.3347
 0.4258, 0.2998
 0.3821, 0.2599
 0.3508, 0.2200
 0.3268, 0.1819
 0.3084, 0.1461
 0.2947, 0.1119
 0.2854, 0.0782
 0.2811, 0.0439
 0.2830, 0.0076
 0.2945,-0.0333
 0.3224,-0.0771
 0.4342,-0.1423


Reynolds =,  300000,Mach =,    0,NCrit =, 9.0
  Alpha        Cd        Cl        Cm        XTr1      XTr2   TEHMom    Cpmn
 -7.000,    0.041,  0.237, -0.167,  0.897,  0.202, 0.0183,-1.2120
Cpi,Cpv
 0.4383,-0.2014
 0.2252,-0.2089
 0.1251,-0.2233
 0.0332,-0.2433
-0.0496,-0.2701
-0.1297,-0.3065
-0.2099,-0.3659
-0.2930,-0.4055
-0.3819,-0.4037
-0.4810,-0.4008
-0.5970,-0.3966
-0.7482,-0.3904
-0.9420,-0.3810
-1.5468,-0.3648
-2.0723,-0.3611
-2.2398,-0.3754
-1.8324,-0.4055
-1.2724,-0.4073
-1.0571,-0.4116
-0.9527,-0.4128
-0.8916,-0.4143
-0.8522,-0.4159
-0.8255,-0.4179
-0.8073,-0.4201
-0.7949,-0.4226
-0.7873,-0.4255
-0.7833,-0.4290
-0.7888,-0.4343
-0.7904,-0.4357
-0.7865,-0.4322
-0.7800,-0.4249
-0.7712,-0.4139
-0.7598,-0.3992
-0.7459,-0.3807
-0.7291,-0.3583
-0.7094,-0.3315
-0.6865,-0.3003
-0.6601,-0.2642
-0.6299,-0.2228
-0.5955,-0.1755
-0.5563,-0.1215
-0.5116,-0.0601
-0.4603, 0.0101
-0.4007, 0.0906
-0.3304, 0.1838
-0.2456, 0.2916
-0.1408, 0.4186
-0.0076, 0.5642
 0.1657, 0.7293
 0.3910, 0.8926
 0.6654, 0.9970
 0.9230, 0.9006
 0.9862, 0.4459
 0.7266,-0.2936
 0.3184,-0.8884
-0.0004,-1.1640
-0.1847,-1.2120
-0.2753,-1.1645
-0.3117,-1.0799
-0.3184,-0.9871
