xflr5 v6.58

NACA 2412 - 03
Reynolds =,  400000,Mach =,    0,NCrit =, 9.0
  Alpha        Cd        Cl        Cm        XTr1      XTr2   TEHMom    Cpmn
-15.000,    0.154, -0.459, -0.021,  1.000,  0.032,-0.0010,-1.7485
Cpi,Cpv
 0.4351,-0.3014
 0.2826,-0.2949
 0.2287,-0.2970
 0.1891,-0.2982
 0.1605,-0.2995
 0.1381,-0.3008
 0.1201,-0.3023
 0.1053,-0.3044
 0.0927,-0.3074
 0.0816,-0.3119
 0.0712,-0.3185
 0.0597,-0.3284
 0.0465,-0.3424
 0.0016,-0.3776
-0.0359,-0.3927
-0.0419,-0.3928
-0.0100,-0.3773
 0.0368,-0.3341
 0.0682,-0.2945
 0.0889,-0.2684
 0.1072,-0.2468
 0.1247,-0.2274
 0.1424,-0.2092
 0.1607,-0.1915
 0.1801,-0.1739
 0.2005,-0.1565
 0.2223,-0.1393
 0.2430,-0.1235
 0.2684,-0.1034
 0.2990,-0.0781
 0.3333,-0.0492
 0.3713,-0.0166
 0.4128, 0.0196
 0.4579, 0.0595
 0.5064, 0.1032
 0.5583, 0.1509
 0.6132, 0.2026
 0.6708, 0.2585
 0.7304, 0.3188
 0.7911, 0.3837
 0.8511, 0.4531
 0.9078, 0.5274
 0.9569, 0.6057
 0.9912, 0.6888
 0.9982, 0.7734
 0.9565, 0.8585
 0.8273, 0.9348
 0.5400, 0.9897
-0.0362, 0.9910
-1.1341, 0.8773
-3.1078, 0.5357
-6.2025,-0.1508
-9.7634,-1.0895
-12.2121,-1.7485
-12.0842,-1.5614
-10.4370,-1.4685
-8.6050,-1.4613
-7.0608,-1.4628
-5.8538,-1.4616
-4.9229,-1.3242
-4.1986,-1.1539
-3.6260,-1.0510
-3.1649,-0.9739
-2.7870,-0.9119
-2.4722,-0.8601
-2.2060,-0.8155
-1.9779,-0.7765
-1.7801,-0.7417
-1.6070,-0.7104
-1.4540,-0.6819
-1.3178,-0.6557
-1.1958,-0.6316
-1.0861,-0.6092
-0.9869,-0.5883
-0.8972,-0.5688
-0.8160,-0.5504
-0.7427,-0.5330
-0.6796,-0.5166
-0.6247,-0.5010
-0.5657,-0.4863
-0.5087,-0.4723
-0.4535,-0.4590
-0.4002,-0.4464
-0.3483,-0.4343
-0.2971,-0.4229
-0.2458,-0.4119
-0.1900,-0.4015
-0.1317,-0.3916
 0.0036,-0.3858
-0.0805,-0.3826
-0.0911,-0.3734
-0.0797,-0.3645
-0.0616,-0.3561
-0.0398,-0.3481
-0.0155,-0.3406
 0.0110,-0.3335
 0.0399,-0.3270
 0.0718,-0.3209
 0.1076,-0.3154
 0.1492,-0.3106
 0.2013,-0.3064
 0.2666,-0.3032
 0.4351,-0.3014


Reynolds =,  400000,Mach =,    0,NCrit =, 9.0
  Alpha        Cd        Cl        Cm        XTr1      XTr2   TEHMom    Cpmn
-14.000,    0.137, -0.453, -0.031,  1.000,  0.037,-0.0004,-1.9753
Cpi,Cpv
 0.4315,-0.2553
 0.2757,-0.2520
 0.2200,-0.2560
 0.1784,-0.2597
 0.1479,-0.2635
 0.1237,-0.2674
 0.1039,-0.2715
 0.0872,-0.2761
 0.0727,-0.2816
 0.0597,-0.2883
 0.0472,-0.2970
 0.0336,-0.3086
 0.0181,-0.3243
